idx,mod idx,op,name,target,args
1093,,call_function,getitem_237,<built-in function getitem>,"(%size_81, 0"
1094,,call_function,getitem_238,<built-in function getitem>,"(%size_81, 1"
1095,,call_function,getitem_239,<built-in function getitem>,"(%size_81, 2"
1096,89,call_module,model_layers_11_self_attn_q_proj,model.layers.11.self_attn.q_proj,(%mul_124
1097,90,call_module,model_layers_11_self_attn_k_proj,model.layers.11.self_attn.k_proj,(%mul_124
1098,91,call_module,model_layers_11_self_attn_v_proj,model.layers.11.self_attn.v_proj,(%mul_124
1099,,call_method,view_44,view,"(%model_layers_11_self_attn_q_proj, %getitem_237, %getitem_238, 32, 64"
1100,,call_method,transpose_45,transpose,"(%view_44, 1, 2"
1101,,call_method,view_45,view,"(%model_layers_11_self_attn_k_proj, %getitem_237, %getitem_238, 8, 64"
1102,,call_method,transpose_46,transpose,"(%view_45, 1, 2"
1103,,call_method,view_46,view,"(%model_layers_11_self_attn_v_proj, %getitem_237, %getitem_238, 8, 64"
1104,,call_method,transpose_47,transpose,"(%view_46, 1, 2"
1105,,call_method,unsqueeze_23,unsqueeze,"(%to, 1"
1106,,call_method,unsqueeze_24,unsqueeze,"(%to_1, 1"
1107,,call_function,mul_125,<built-in function mul>,"(%transpose_45, %unsqueeze_23"
1108,,call_method,size_82,size,(%transpose_45
1109,,call_function,getitem_240,<built-in function getitem>,"(%size_82, -1"
1110,,call_function,floordiv_44,<built-in function floordiv>,"(%getitem_240, 2"
1111,,call_function,getitem_241,<built-in function getitem>,"(%transpose_45, (Ellipsis, slice(None, floordi"
1112,,call_method,size_83,size,(%transpose_45
1113,,call_function,getitem_242,<built-in function getitem>,"(%size_83, -1"
1114,,call_function,floordiv_45,<built-in function floordiv>,"(%getitem_242, 2"
1115,,call_function,getitem_243,<built-in function getitem>,"(%transpose_45, (Ellipsis, slice(floordiv_45,"
1116,,call_function,neg_22,<built-in function neg>,(%getitem_243
1117,,call_function,cat_23,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_22, getitem_241)"
1118,,call_function,mul_126,<built-in function mul>,"(%cat_23, %unsqueeze_24"
1119,,call_function,add_69,<built-in function add>,"(%mul_125, %mul_126"
1120,,call_function,mul_127,<built-in function mul>,"(%transpose_46, %unsqueeze_23"
1121,,call_method,size_84,size,(%transpose_46
1122,,call_function,getitem_244,<built-in function getitem>,"(%size_84, -1"
1123,,call_function,floordiv_46,<built-in function floordiv>,"(%getitem_244, 2"
1124,,call_function,getitem_245,<built-in function getitem>,"(%transpose_46, (Ellipsis, slice(None, floordi"
1125,,call_method,size_85,size,(%transpose_46
1126,,call_function,getitem_246,<built-in function getitem>,"(%size_85, -1"
1127,,call_function,floordiv_47,<built-in function floordiv>,"(%getitem_246, 2"
1128,,call_function,getitem_247,<built-in function getitem>,"(%transpose_46, (Ellipsis, slice(floordiv_47,"
1129,,call_function,neg_23,<built-in function neg>,(%getitem_247
1130,,call_function,cat_24,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_23, getitem_245)"
1131,,call_function,mul_128,<built-in function mul>,"(%cat_24, %unsqueeze_24"
1132,,call_function,add_70,<built-in function add>,"(%mul_127, %mul_128"
1133,,call_method,size_86,size,(%add_70
1134,,call_function,getitem_248,<built-in function getitem>,"(%size_86, 0"
1135,,call_function,getitem_249,<built-in function getitem>,"(%size_86, 1"
1136,,call_function,getitem_250,<built-in function getitem>,"(%size_86, 2"
1137,,call_function,getitem_251,<built-in function getitem>,"(%size_86, 3"
1138,,call_function,getitem_252,<built-in function getitem>,"(%add_70, (slice(None, None, None), slic"
1139,,call_method,expand_23,expand,"(%getitem_252, %getitem_248, %getitem_249, 4, %getitem_250, %getitem_251"
1140,,call_function,mul_129,<built-in function mul>,"(%getitem_249, 4"
1141,,call_method,reshape_22,reshape,"(%expand_23, %getitem_248, %mul_129, %getitem_250, %getitem_251"
1142,,call_method,size_87,size,(%transpose_47
1143,,call_function,getitem_253,<built-in function getitem>,"(%size_87, 0"
1144,,call_function,getitem_254,<built-in function getitem>,"(%size_87, 1"
1145,,call_function,getitem_255,<built-in function getitem>,"(%size_87, 2"
1146,,call_function,getitem_256,<built-in function getitem>,"(%size_87, 3"
1147,,call_function,getitem_257,<built-in function getitem>,"(%transpose_47, (slice(None, None, None), slic"
1148,,call_method,expand_24,expand,"(%getitem_257, %getitem_253, %getitem_254, 4, %getitem_255, %getitem_256"
1149,,call_function,mul_130,<built-in function mul>,"(%getitem_254, 4"
1150,,call_method,reshape_23,reshape,"(%expand_24, %getitem_253, %mul_130, %getitem_255, %getitem_256"
1151,,call_function,getattr_49,<built-in function getattr>,"(%add_69, device"
1152,,call_function,getattr_50,<built-in function getattr>,"(%getattr_49, type"
1153,,call_function,eq_14,<built-in function eq>,"(%getattr_50, cuda"
1154,,call_function,gt_11,<built-in function gt>,"(%getitem_238, 1"
1155,,call_function,scaled_dot_product_attention_11,<built-in function scaled_dot_product_attention>,"(%add_69, %reshape_22, %reshape_23"
1156,,call_method,transpose_48,transpose,"(%scaled_dot_product_attention_11, 1, 2"
1157,,call_method,contiguous_11,contiguous,(%transpose_48
1158,,call_method,view_47,view,"(%contiguous_11, %getitem_237, %getitem_238, -1"
1159,92,call_module,model_layers_11_self_attn_o_proj,model.layers.11.self_attn.o_proj,(%view_47
1160,,call_function,add_71,<built-in function add>,"(%add_67, %model_layers_11_self_attn_o_proj"
1161,,call_method,to_48,to,"(%add_71, torch.float32"
1162,,call_method,pow_24,pow,"(%to_48, 2"
1163,,call_method,mean_23,mean,"(%pow_24, -1"
1164,,call_function,add_72,<built-in function add>,"(%mean_23, 1e-05"
1165,,call_function,rsqrt_23,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_72
1166,,call_function,mul_131,<built-in function mul>,"(%to_48, %rsqrt_23"
1167,,get_attr,model_layers_11_post_attention_layernorm_weight,model.layers.11.post_attention_layernorm.weight,(
1168,,call_function,getattr_51,<built-in function getattr>,"(%add_71, dtype"
1169,,call_method,to_49,to,"(%mul_131, %getattr_51"
1170,,call_function,mul_132,<built-in function mul>,"(%model_layers_11_post_attention_layernorm_weight, %to_49"
1171,93,call_module,model_layers_11_mlp_gate_proj,model.layers.11.mlp.gate_proj,(%mul_132
1172,94,call_module,model_layers_11_mlp_act_fn,model.layers.11.mlp.act_fn,(%model_layers_11_mlp_gate_proj
1173,95,call_module,model_layers_11_mlp_up_proj,model.layers.11.mlp.up_proj,(%mul_132
1174,,call_function,mul_133,<built-in function mul>,"(%model_layers_11_mlp_act_fn, %model_layers_11_mlp_up_proj"
1175,96,call_module,model_layers_11_mlp_down_proj,model.layers.11.mlp.down_proj,(%mul_133
1176,,call_function,add_73,<built-in function add>,"(%add_71, %model_layers_11_mlp_down_proj"
1177,,call_method,to_50,to,"(%add_73, torch.float32"
1178,,call_method,pow_25,pow,"(%to_50, 2"
1179,,call_method,mean_24,mean,"(%pow_25, -1"
1180,,call_function,add_74,<built-in function add>,"(%mean_24, 1e-05"
1181,,call_function,rsqrt_24,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_74
1182,,call_function,mul_134,<built-in function mul>,"(%to_50, %rsqrt_24"
1183,,get_attr,model_layers_12_input_layernorm_weight,model.layers.12.input_layernorm.weight,(
1184,,call_function,getattr_52,<built-in function getattr>,"(%add_73, dtype"
1185,,call_method,to_51,to,"(%mul_134, %getattr_52"
1186,,call_function,mul_135,<built-in function mul>,"(%model_layers_12_input_layernorm_weight, %to_51"
1187,,call_method,size_88,size,(%mul_135
1188,,call_function,getitem_258,<built-in function getitem>,"(%size_88, 0"
1189,,call_function,getitem_259,<built-in function getitem>,"(%size_88, 1"
1190,,call_function,getitem_260,<built-in function getitem>,"(%size_88, 2"
1191,97,call_module,model_layers_12_self_attn_q_proj,model.layers.12.self_attn.q_proj,(%mul_135
1192,98,call_module,model_layers_12_self_attn_k_proj,model.layers.12.self_attn.k_proj,(%mul_135
1193,99,call_module,model_layers_12_self_attn_v_proj,model.layers.12.self_attn.v_proj,(%mul_135
1194,,call_method,view_48,view,"(%model_layers_12_self_attn_q_proj, %getitem_258, %getitem_259, 32, 64"
1195,,call_method,transpose_49,transpose,"(%view_48, 1, 2"
1196,,call_method,view_49,view,"(%model_layers_12_self_attn_k_proj, %getitem_258, %getitem_259, 8, 64"
1197,,call_method,transpose_50,transpose,"(%view_49, 1, 2"
1198,,call_method,view_50,view,"(%model_layers_12_self_attn_v_proj, %getitem_258, %getitem_259, 8, 64"
1199,,call_method,transpose_51,transpose,"(%view_50, 1, 2"
1200,,call_method,unsqueeze_25,unsqueeze,"(%to, 1"
1201,,call_method,unsqueeze_26,unsqueeze,"(%to_1, 1"
1202,,call_function,mul_136,<built-in function mul>,"(%transpose_49, %unsqueeze_25"
1203,,call_method,size_89,size,(%transpose_49
1204,,call_function,getitem_261,<built-in function getitem>,"(%size_89, -1"
1205,,call_function,floordiv_48,<built-in function floordiv>,"(%getitem_261, 2"
1206,,call_function,getitem_262,<built-in function getitem>,"(%transpose_49, (Ellipsis, slice(None, floordi"
1207,,call_method,size_90,size,(%transpose_49
1208,,call_function,getitem_263,<built-in function getitem>,"(%size_90, -1"
1209,,call_function,floordiv_49,<built-in function floordiv>,"(%getitem_263, 2"
1210,,call_function,getitem_264,<built-in function getitem>,"(%transpose_49, (Ellipsis, slice(floordiv_49,"
1211,,call_function,neg_24,<built-in function neg>,(%getitem_264
1212,,call_function,cat_25,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_24, getitem_262)"
1213,,call_function,mul_137,<built-in function mul>,"(%cat_25, %unsqueeze_26"
1214,,call_function,add_75,<built-in function add>,"(%mul_136, %mul_137"
1215,,call_function,mul_138,<built-in function mul>,"(%transpose_50, %unsqueeze_25"
1216,,call_method,size_91,size,(%transpose_50
1217,,call_function,getitem_265,<built-in function getitem>,"(%size_91, -1"
1218,,call_function,floordiv_50,<built-in function floordiv>,"(%getitem_265, 2"
1219,,call_function,getitem_266,<built-in function getitem>,"(%transpose_50, (Ellipsis, slice(None, floordi"
1220,,call_method,size_92,size,(%transpose_50
1221,,call_function,getitem_267,<built-in function getitem>,"(%size_92, -1"
1222,,call_function,floordiv_51,<built-in function floordiv>,"(%getitem_267, 2"
1223,,call_function,getitem_268,<built-in function getitem>,"(%transpose_50, (Ellipsis, slice(floordiv_51,"
1224,,call_function,neg_25,<built-in function neg>,(%getitem_268
1225,,call_function,cat_26,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_25, getitem_266)"
1226,,call_function,mul_139,<built-in function mul>,"(%cat_26, %unsqueeze_26"
1227,,call_function,add_76,<built-in function add>,"(%mul_138, %mul_139"
1228,,call_method,size_93,size,(%add_76
1229,,call_function,getitem_269,<built-in function getitem>,"(%size_93, 0"
1230,,call_function,getitem_270,<built-in function getitem>,"(%size_93, 1"
1231,,call_function,getitem_271,<built-in function getitem>,"(%size_93, 2"
1232,,call_function,getitem_272,<built-in function getitem>,"(%size_93, 3"
1233,,call_function,getitem_273,<built-in function getitem>,"(%add_76, (slice(None, None, None), slic"
1234,,call_method,expand_25,expand,"(%getitem_273, %getitem_269, %getitem_270, 4, %getitem_271, %getitem_272"
1235,,call_function,mul_140,<built-in function mul>,"(%getitem_270, 4"
1236,,call_method,reshape_24,reshape,"(%expand_25, %getitem_269, %mul_140, %getitem_271, %getitem_272"
1237,,call_method,size_94,size,(%transpose_51
1238,,call_function,getitem_274,<built-in function getitem>,"(%size_94, 0"
1239,,call_function,getitem_275,<built-in function getitem>,"(%size_94, 1"
1240,,call_function,getitem_276,<built-in function getitem>,"(%size_94, 2"
1241,,call_function,getitem_277,<built-in function getitem>,"(%size_94, 3"
1242,,call_function,getitem_278,<built-in function getitem>,"(%transpose_51, (slice(None, None, None), slic"
1243,,call_method,expand_26,expand,"(%getitem_278, %getitem_274, %getitem_275, 4, %getitem_276, %getitem_277"
1244,,call_function,mul_141,<built-in function mul>,"(%getitem_275, 4"
1245,,call_method,reshape_25,reshape,"(%expand_26, %getitem_274, %mul_141, %getitem_276, %getitem_277"
1246,,call_function,getattr_53,<built-in function getattr>,"(%add_75, device"
1247,,call_function,getattr_54,<built-in function getattr>,"(%getattr_53, type"
1248,,call_function,eq_15,<built-in function eq>,"(%getattr_54, cuda"
1249,,call_function,gt_12,<built-in function gt>,"(%getitem_259, 1"
1250,,call_function,scaled_dot_product_attention_12,<built-in function scaled_dot_product_attention>,"(%add_75, %reshape_24, %reshape_25"
1251,,call_method,transpose_52,transpose,"(%scaled_dot_product_attention_12, 1, 2"
1252,,call_method,contiguous_12,contiguous,(%transpose_52
1253,,call_method,view_51,view,"(%contiguous_12, %getitem_258, %getitem_259, -1"
1254,100,call_module,model_layers_12_self_attn_o_proj,model.layers.12.self_attn.o_proj,(%view_51
1255,,call_function,add_77,<built-in function add>,"(%add_73, %model_layers_12_self_attn_o_proj"
1256,,call_method,to_52,to,"(%add_77, torch.float32"
1257,,call_method,pow_26,pow,"(%to_52, 2"
1258,,call_method,mean_25,mean,"(%pow_26, -1"
1259,,call_function,add_78,<built-in function add>,"(%mean_25, 1e-05"
1260,,call_function,rsqrt_25,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_78
1261,,call_function,mul_142,<built-in function mul>,"(%to_52, %rsqrt_25"
1262,,get_attr,model_layers_12_post_attention_layernorm_weight,model.layers.12.post_attention_layernorm.weight,(
1263,,call_function,getattr_55,<built-in function getattr>,"(%add_77, dtype"
1264,,call_method,to_53,to,"(%mul_142, %getattr_55"
1265,,call_function,mul_143,<built-in function mul>,"(%model_layers_12_post_attention_layernorm_weight, %to_53"
1266,101,call_module,model_layers_12_mlp_gate_proj,model.layers.12.mlp.gate_proj,(%mul_143
1267,102,call_module,model_layers_12_mlp_act_fn,model.layers.12.mlp.act_fn,(%model_layers_12_mlp_gate_proj
1268,103,call_module,model_layers_12_mlp_up_proj,model.layers.12.mlp.up_proj,(%mul_143
1269,,call_function,mul_144,<built-in function mul>,"(%model_layers_12_mlp_act_fn, %model_layers_12_mlp_up_proj"
1270,104,call_module,model_layers_12_mlp_down_proj,model.layers.12.mlp.down_proj,(%mul_144
1271,,call_function,add_79,<built-in function add>,"(%add_77, %model_layers_12_mlp_down_proj"
1272,,call_method,to_54,to,"(%add_79, torch.float32"
1273,,call_method,pow_27,pow,"(%to_54, 2"
1274,,call_method,mean_26,mean,"(%pow_27, -1"
1275,,call_function,add_80,<built-in function add>,"(%mean_26, 1e-05"
1276,,call_function,rsqrt_26,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_80
1277,,call_function,mul_145,<built-in function mul>,"(%to_54, %rsqrt_26"
1278,,get_attr,model_layers_13_input_layernorm_weight,model.layers.13.input_layernorm.weight,(
1279,,call_function,getattr_56,<built-in function getattr>,"(%add_79, dtype"
1280,,call_method,to_55,to,"(%mul_145, %getattr_56"
1281,,call_function,mul_146,<built-in function mul>,"(%model_layers_13_input_layernorm_weight, %to_55"
1282,,call_method,size_95,size,(%mul_146
1283,,call_function,getitem_279,<built-in function getitem>,"(%size_95, 0"
1284,,call_function,getitem_280,<built-in function getitem>,"(%size_95, 1"
1285,,call_function,getitem_281,<built-in function getitem>,"(%size_95, 2"
1286,105,call_module,model_layers_13_self_attn_q_proj,model.layers.13.self_attn.q_proj,(%mul_146
1287,106,call_module,model_layers_13_self_attn_k_proj,model.layers.13.self_attn.k_proj,(%mul_146
1288,107,call_module,model_layers_13_self_attn_v_proj,model.layers.13.self_attn.v_proj,(%mul_146
1289,,call_method,view_52,view,"(%model_layers_13_self_attn_q_proj, %getitem_279, %getitem_280, 32, 64"
1290,,call_method,transpose_53,transpose,"(%view_52, 1, 2"
1291,,call_method,view_53,view,"(%model_layers_13_self_attn_k_proj, %getitem_279, %getitem_280, 8, 64"
1292,,call_method,transpose_54,transpose,"(%view_53, 1, 2"
1293,,call_method,view_54,view,"(%model_layers_13_self_attn_v_proj, %getitem_279, %getitem_280, 8, 64"
1294,,call_method,transpose_55,transpose,"(%view_54, 1, 2"
1295,,call_method,unsqueeze_27,unsqueeze,"(%to, 1"
1296,,call_method,unsqueeze_28,unsqueeze,"(%to_1, 1"
1297,,call_function,mul_147,<built-in function mul>,"(%transpose_53, %unsqueeze_27"
1298,,call_method,size_96,size,(%transpose_53
1299,,call_function,getitem_282,<built-in function getitem>,"(%size_96, -1"
1300,,call_function,floordiv_52,<built-in function floordiv>,"(%getitem_282, 2"
1301,,call_function,getitem_283,<built-in function getitem>,"(%transpose_53, (Ellipsis, slice(None, floordi"
1302,,call_method,size_97,size,(%transpose_53
1303,,call_function,getitem_284,<built-in function getitem>,"(%size_97, -1"
1304,,call_function,floordiv_53,<built-in function floordiv>,"(%getitem_284, 2"
1305,,call_function,getitem_285,<built-in function getitem>,"(%transpose_53, (Ellipsis, slice(floordiv_53,"
1306,,call_function,neg_26,<built-in function neg>,(%getitem_285
1307,,call_function,cat_27,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_26, getitem_283)"
1308,,call_function,mul_148,<built-in function mul>,"(%cat_27, %unsqueeze_28"
1309,,call_function,add_81,<built-in function add>,"(%mul_147, %mul_148"
1310,,call_function,mul_149,<built-in function mul>,"(%transpose_54, %unsqueeze_27"
1311,,call_method,size_98,size,(%transpose_54
1312,,call_function,getitem_286,<built-in function getitem>,"(%size_98, -1"
1313,,call_function,floordiv_54,<built-in function floordiv>,"(%getitem_286, 2"
1314,,call_function,getitem_287,<built-in function getitem>,"(%transpose_54, (Ellipsis, slice(None, floordi"
1315,,call_method,size_99,size,(%transpose_54
1316,,call_function,getitem_288,<built-in function getitem>,"(%size_99, -1"
1317,,call_function,floordiv_55,<built-in function floordiv>,"(%getitem_288, 2"
1318,,call_function,getitem_289,<built-in function getitem>,"(%transpose_54, (Ellipsis, slice(floordiv_55,"
1319,,call_function,neg_27,<built-in function neg>,(%getitem_289
1320,,call_function,cat_28,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_27, getitem_287)"
1321,,call_function,mul_150,<built-in function mul>,"(%cat_28, %unsqueeze_28"
1322,,call_function,add_82,<built-in function add>,"(%mul_149, %mul_150"
1323,,call_method,size_100,size,(%add_82
1324,,call_function,getitem_290,<built-in function getitem>,"(%size_100, 0"
1325,,call_function,getitem_291,<built-in function getitem>,"(%size_100, 1"
1326,,call_function,getitem_292,<built-in function getitem>,"(%size_100, 2"
1327,,call_function,getitem_293,<built-in function getitem>,"(%size_100, 3"
1328,,call_function,getitem_294,<built-in function getitem>,"(%add_82, (slice(None, None, None), slic"
1329,,call_method,expand_27,expand,"(%getitem_294, %getitem_290, %getitem_291, 4, %getitem_292, %getitem_293"
1330,,call_function,mul_151,<built-in function mul>,"(%getitem_291, 4"
1331,,call_method,reshape_26,reshape,"(%expand_27, %getitem_290, %mul_151, %getitem_292, %getitem_293"
1332,,call_method,size_101,size,(%transpose_55
1333,,call_function,getitem_295,<built-in function getitem>,"(%size_101, 0"
1334,,call_function,getitem_296,<built-in function getitem>,"(%size_101, 1"
1335,,call_function,getitem_297,<built-in function getitem>,"(%size_101, 2"
1336,,call_function,getitem_298,<built-in function getitem>,"(%size_101, 3"
1337,,call_function,getitem_299,<built-in function getitem>,"(%transpose_55, (slice(None, None, None), slic"
1338,,call_method,expand_28,expand,"(%getitem_299, %getitem_295, %getitem_296, 4, %getitem_297, %getitem_298"
1339,,call_function,mul_152,<built-in function mul>,"(%getitem_296, 4"
1340,,call_method,reshape_27,reshape,"(%expand_28, %getitem_295, %mul_152, %getitem_297, %getitem_298"
1341,,call_function,getattr_57,<built-in function getattr>,"(%add_81, device"
1342,,call_function,getattr_58,<built-in function getattr>,"(%getattr_57, type"
1343,,call_function,eq_16,<built-in function eq>,"(%getattr_58, cuda"
1344,,call_function,gt_13,<built-in function gt>,"(%getitem_280, 1"
1345,,call_function,scaled_dot_product_attention_13,<built-in function scaled_dot_product_attention>,"(%add_81, %reshape_26, %reshape_27"
1346,,call_method,transpose_56,transpose,"(%scaled_dot_product_attention_13, 1, 2"
1347,,call_method,contiguous_13,contiguous,(%transpose_56
1348,,call_method,view_55,view,"(%contiguous_13, %getitem_279, %getitem_280, -1"
1349,108,call_module,model_layers_13_self_attn_o_proj,model.layers.13.self_attn.o_proj,(%view_55
1350,,call_function,add_83,<built-in function add>,"(%add_79, %model_layers_13_self_attn_o_proj"
1351,,call_method,to_56,to,"(%add_83, torch.float32"
1352,,call_method,pow_28,pow,"(%to_56, 2"
1353,,call_method,mean_27,mean,"(%pow_28, -1"
1354,,call_function,add_84,<built-in function add>,"(%mean_27, 1e-05"
1355,,call_function,rsqrt_27,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_84
1356,,call_function,mul_153,<built-in function mul>,"(%to_56, %rsqrt_27"
1357,,get_attr,model_layers_13_post_attention_layernorm_weight,model.layers.13.post_attention_layernorm.weight,(
1358,,call_function,getattr_59,<built-in function getattr>,"(%add_83, dtype"
1359,,call_method,to_57,to,"(%mul_153, %getattr_59"
1360,,call_function,mul_154,<built-in function mul>,"(%model_layers_13_post_attention_layernorm_weight, %to_57"
1361,109,call_module,model_layers_13_mlp_gate_proj,model.layers.13.mlp.gate_proj,(%mul_154
1362,110,call_module,model_layers_13_mlp_act_fn,model.layers.13.mlp.act_fn,(%model_layers_13_mlp_gate_proj
1363,111,call_module,model_layers_13_mlp_up_proj,model.layers.13.mlp.up_proj,(%mul_154
1364,,call_function,mul_155,<built-in function mul>,"(%model_layers_13_mlp_act_fn, %model_layers_13_mlp_up_proj"
1365,112,call_module,model_layers_13_mlp_down_proj,model.layers.13.mlp.down_proj,(%mul_155
1366,,call_function,add_85,<built-in function add>,"(%add_83, %model_layers_13_mlp_down_proj"
1367,,call_method,to_58,to,"(%add_85, torch.float32"
1368,,call_method,pow_29,pow,"(%to_58, 2"
1369,,call_method,mean_28,mean,"(%pow_29, -1"
1370,,call_function,add_86,<built-in function add>,"(%mean_28, 1e-05"
1371,,call_function,rsqrt_28,<built-in method rsqrt of type object at 0x7f6ca205f240>,(%add_86
1372,,call_function,mul_156,<built-in function mul>,"(%to_58, %rsqrt_28"
1373,,get_attr,model_layers_14_input_layernorm_weight,model.layers.14.input_layernorm.weight,(
1374,,call_function,getattr_60,<built-in function getattr>,"(%add_85, dtype"
1375,,call_method,to_59,to,"(%mul_156, %getattr_60"
1376,,call_function,mul_157,<built-in function mul>,"(%model_layers_14_input_layernorm_weight, %to_59"
1377,,call_method,size_102,size,(%mul_157
1378,,call_function,getitem_300,<built-in function getitem>,"(%size_102, 0"
1379,,call_function,getitem_301,<built-in function getitem>,"(%size_102, 1"
1380,,call_function,getitem_302,<built-in function getitem>,"(%size_102, 2"
1381,113,call_module,model_layers_14_self_attn_q_proj,model.layers.14.self_attn.q_proj,(%mul_157
1382,114,call_module,model_layers_14_self_attn_k_proj,model.layers.14.self_attn.k_proj,(%mul_157
1383,115,call_module,model_layers_14_self_attn_v_proj,model.layers.14.self_attn.v_proj,(%mul_157
1384,,call_method,view_56,view,"(%model_layers_14_self_attn_q_proj, %getitem_300, %getitem_301, 32, 64"
1385,,call_method,transpose_57,transpose,"(%view_56, 1, 2"
1386,,call_method,view_57,view,"(%model_layers_14_self_attn_k_proj, %getitem_300, %getitem_301, 8, 64"
1387,,call_method,transpose_58,transpose,"(%view_57, 1, 2"
1388,,call_method,view_58,view,"(%model_layers_14_self_attn_v_proj, %getitem_300, %getitem_301, 8, 64"
1389,,call_method,transpose_59,transpose,"(%view_58, 1, 2"
1390,,call_method,unsqueeze_29,unsqueeze,"(%to, 1"
1391,,call_method,unsqueeze_30,unsqueeze,"(%to_1, 1"
1392,,call_function,mul_158,<built-in function mul>,"(%transpose_57, %unsqueeze_29"
1393,,call_method,size_103,size,(%transpose_57
1394,,call_function,getitem_303,<built-in function getitem>,"(%size_103, -1"
1395,,call_function,floordiv_56,<built-in function floordiv>,"(%getitem_303, 2"
1396,,call_function,getitem_304,<built-in function getitem>,"(%transpose_57, (Ellipsis, slice(None, floordi"
1397,,call_method,size_104,size,(%transpose_57
1398,,call_function,getitem_305,<built-in function getitem>,"(%size_104, -1"
1399,,call_function,floordiv_57,<built-in function floordiv>,"(%getitem_305, 2"
1400,,call_function,getitem_306,<built-in function getitem>,"(%transpose_57, (Ellipsis, slice(floordiv_57,"
1401,,call_function,neg_28,<built-in function neg>,(%getitem_306
1402,,call_function,cat_29,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_28, getitem_304)"
1403,,call_function,mul_159,<built-in function mul>,"(%cat_29, %unsqueeze_30"
1404,,call_function,add_87,<built-in function add>,"(%mul_158, %mul_159"
1405,,call_function,mul_160,<built-in function mul>,"(%transpose_58, %unsqueeze_29"
1406,,call_method,size_105,size,(%transpose_58
1407,,call_function,getitem_307,<built-in function getitem>,"(%size_105, -1"
1408,,call_function,floordiv_58,<built-in function floordiv>,"(%getitem_307, 2"
1409,,call_function,getitem_308,<built-in function getitem>,"(%transpose_58, (Ellipsis, slice(None, floordi"
1410,,call_method,size_106,size,(%transpose_58
1411,,call_function,getitem_309,<built-in function getitem>,"(%size_106, -1"
1412,,call_function,floordiv_59,<built-in function floordiv>,"(%getitem_309, 2"
1413,,call_function,getitem_310,<built-in function getitem>,"(%transpose_58, (Ellipsis, slice(floordiv_59,"
1414,,call_function,neg_29,<built-in function neg>,(%getitem_310
1415,,call_function,cat_30,<built-in method cat of type object at 0x7f6ca205f240>,"((neg_29, getitem_308)"
1416,,call_function,mul_161,<built-in function mul>,"(%cat_30, %unsqueeze_30"
1417,,call_function,add_88,<built-in function add>,"(%mul_160, %mul_161"
1418,,call_method,size_107,size,(%add_88
1419,,call_function,getitem_311,<built-in function getitem>,"(%size_107, 0"
1420,,call_function,getitem_312,<built-in function getitem>,"(%size_107, 1"
1421,,call_function,getitem_313,<built-in function getitem>,"(%size_107, 2"
1422,,call_function,getitem_314,<built-in function getitem>,"(%size_107, 3"
1423,,call_function,getitem_315,<built-in function getitem>,"(%add_88, (slice(None, None, None), slic"
1424,,call_method,expand_29,expand,"(%getitem_315, %getitem_311, %getitem_312, 4, %getitem_313, %getitem_314"
1425,,call_function,mul_162,<built-in function mul>,"(%getitem_312, 4"
1426,,call_method,reshape_28,reshape,"(%expand_29, %getitem_311, %mul_162, %getitem_313, %getitem_314"
1427,,call_method,size_108,size,(%transpose_59
1428,,call_function,getitem_316,<built-in function getitem>,"(%size_108, 0"
1429,,call_function,getitem_317,<built-in function getitem>,"(%size_108, 1"
1430,,call_function,getitem_318,<built-in function getitem>,"(%size_108, 2"
1431,,call_function,getitem_319,<built-in function getitem>,"(%size_108, 3"
1432,,call_function,getitem_320,<built-in function getitem>,"(%transpose_59, (slice(None, None, None), slic"
1433,,call_method,expand_30,expand,"(%getitem_320, %getitem_316, %getitem_317, 4, %getitem_318, %getitem_319"
1434,,call_function,mul_163,<built-in function mul>,"(%getitem_317, 4"
1435,,call_method,reshape_29,reshape,"(%expand_30, %getitem_316, %mul_163, %getitem_318, %getitem_319"
1436,,call_function,getattr_61,<built-in function getattr>,"(%add_87, device"
1437,,call_function,getattr_62,<built-in function getattr>,"(%getattr_61, type"
1438,,call_function,eq_17,<built-in function eq>,"(%getattr_62, cuda"
1439,,call_function,gt_14,<built-in function gt>,"(%getitem_301, 1"
1440,,call_function,scaled_dot_product_attention_14,<built-in function scaled_dot_product_attention>,"(%add_87, %reshape_28, %reshape_29"
1441,,call_method,transpose_60,transpose,"(%scaled_dot_product_attention_14, 1, 2"
1442,,call_method,contiguous_14,contiguous,(%transpose_60
1443,,call_method,view_59,view,"(%contiguous_14, %getitem_300, %getitem_301, -1"
1444,116,call_module,model_layers_14_self_attn_o_proj,model.layers.14.self_attn.o_proj,(%view_59
1445,,call_function,add_89,<built-in function add>,"(%add_85, %model_layers_14_self_attn_o_proj"
